nome_produto,nivel_comercializacao,estado,mes_ano,preco_medio
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,07/2015,"74,70"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,08/2015,"74,05"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,09/2015,"74,85"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,10/2015,"77,40"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,11/2015,"58,98"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,12/2015,"62,10"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,01/2016,"64,55"
ARROZ LONGO FINO BENEFICIADO À VISTA (30 kg),ATACADO,SP,02/2016,"66,92"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,01/2014,"2,34"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,02/2014,"2,36"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,03/2014,"2,32"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,04/2014,"2,35"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,05/2014,"2,30"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,06/2014,"2,27"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,07/2014,"2,18"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,08/2014,"2,15"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,09/2014,"2,26"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,10/2014,"2,26"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,11/2014,"2,27"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,12/2014,"2,26"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,01/2015,"2,22"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,02/2015,"2,33"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,03/2015,"2,44"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,04/2015,"2,38"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,05/2015,"2,39"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,06/2015,"2,37"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,07/2015,"2,38"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,08/2015,"2,32"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,09/2015,"2,38"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,10/2015,"2,40"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,11/2015,"2,40"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,12/2015,"2,53"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,01/2016,"2,50"
ARROZ LONGO FINO BENEFICIADO (kg),ATACADO,RO,02/2016,"2,53"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,12/2015,"22,42"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,01/2016,"24,67"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,02/2016,"23,38"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,03/2016,"20,52"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,04/2016,"21,57"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,05/2016,"21,62"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,06/2016,"21,49"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,07/2016,"25,31"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,08/2016,"25,81"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,09/2016,"25,39"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,10/2016,"25,13"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,11/2016,"25,71"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,12/2016,"24,50"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,01/2017,"25,03"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,02/2017,"26,10"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,03/2017,"24,71"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,04/2017,"22,52"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,05/2017,"22,25"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,06/2017,"21,27"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,07/2017,"20,83"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,08/2017,"21,41"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,09/2017,"21,57"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,10/2017,"20,53"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,11/2017,"20,26"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,BA,12/2017,"19,49"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,RN,08/2017,"34,50"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,RN,09/2017,"34,51"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,RN,10/2017,"33,83"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,RN,11/2017,"34,38"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,RN,12/2017,"34,50"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,03/2016,"26,41"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,04/2016,"25,88"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,05/2016,"25,48"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,06/2016,"27,40"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,07/2016,"29,12"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,08/2016,"31,06"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,09/2016,"31,35"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,10/2016,"30,82"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,11/2016,"30,96"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,12/2016,"30,24"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,01/2017,"29,69"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,02/2017,"30,53"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,03/2017,"29,62"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,04/2017,"28,52"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,06/2017,"27,52"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,07/2017,"27,99"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,08/2017,"27,19"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,09/2017,"27,51"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,10/2017,"25,73"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,11/2017,"26,06"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (10 kg),ATACADO,SE,12/2017,"25,20"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,11/2015,"58,75"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,12/2015,"58,45"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,01/2016,"64,00"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,02/2016,"64,20"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,03/2016,"64,20"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,04/2016,"64,76"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,05/2016,"64,90"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,06/2016,"66,01"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,07/2016,"68,81"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,08/2016,"73,35"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,09/2016,"81,16"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,10/2016,"83,65"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,11/2016,"80,80"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,12/2016,"81,38"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,01/2017,"80,57"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,02/2017,"81,83"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,03/2017,"82,22"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,04/2017,"82,85"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,05/2017,"80,32"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,06/2017,"72,68"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,07/2017,"68,95"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,08/2017,"73,85"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,09/2017,"71,67"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,10/2017,"66,53"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,11/2017,"63,97"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,AC,12/2017,"65,27"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,01/2016,"53,77"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,02/2016,"54,17"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,03/2016,"51,69"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,04/2016,"51,62"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,05/2016,"51,31"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,06/2016,"54,82"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,07/2016,"61,93"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,08/2016,"63,45"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,09/2016,"63,24"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,10/2016,"64,00"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,11/2016,"63,76"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,12/2016,"62,17"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,01/2017,"61,33"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,02/2017,"60,93"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,03/2017,"58,39"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,04/2017,"56,73"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,05/2017,"53,50"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,06/2017,"52,08"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,07/2017,"52,19"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,08/2017,"51,30"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,09/2017,"50,86"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,10/2017,"58,27"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,11/2017,"59,27"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (25 kg),ATACADO,MS,12/2017,"60,02"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,03/2016,"5,78"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,04/2016,"5,75"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,05/2016,"5,71"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,06/2016,"5,77"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,07/2016,"6,05"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,08/2016,"6,37"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,09/2016,"6,60"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,10/2016,"6,70"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,11/2016,"6,56"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,12/2016,"7,15"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,01/2017,"6,67"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,02/2017,"6,59"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,03/2017,"6,36"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,04/2017,"6,21"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,05/2017,"5,96"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,06/2017,"5,84"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,07/2017,"5,70"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,08/2017,"5,76"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,09/2017,"5,33"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,10/2017,"4,73"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,11/2017,"4,68"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,ES,12/2017,"5,63"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,01/2014,"4,99"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,04/2014,"4,75"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,05/2014,"4,77"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,07/2014,"4,87"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,08/2014,"4,90"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,09/2014,"4,85"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,10/2014,"4,98"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,12/2014,"5,08"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,01/2015,"5,48"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,02/2015,"5,59"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,03/2015,"5,36"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,04/2015,"5,74"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,05/2015,"5,52"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,06/2015,"5,38"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,07/2015,"5,44"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,08/2015,"5,28"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,09/2015,"5,50"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,10/2015,"5,59"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,11/2015,"5,94"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,12/2015,"5,89"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,GO,01/2016,"5,94"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,01/2014,"4,55"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,04/2014,"4,55"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,05/2014,"4,25"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,07/2014,"4,40"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,08/2014,"4,33"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,09/2014,"4,30"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,10/2014,"3,95"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,12/2014,"3,95"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,01/2015,"3,95"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,02/2015,"6,40"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,03/2015,"6,00"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,04/2015,"5,19"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,05/2015,"5,02"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,06/2015,"4,90"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,07/2015,"4,90"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,08/2015,"4,88"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,09/2015,"4,88"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,10/2015,"4,85"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,11/2015,"4,65"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,12/2015,"4,70"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,01/2016,"5,05"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,02/2016,"5,15"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,SP,03/2016,"5,15"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,01/2014,"5,20"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,04/2014,"4,30"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,05/2014,"4,35"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,07/2014,"4,52"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,09/2014,"4,50"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,10/2014,"4,55"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,12/2014,"4,55"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,01/2015,"5,71"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,02/2015,"3,79"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,03/2015,"6,39"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,04/2015,"5,85"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,05/2015,"6,01"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,06/2015,"3,44"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,07/2015,"3,53"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,08/2015,"3,39"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,09/2015,"4,14"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,10/2015,"3,90"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,11/2015,"3,24"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,12/2015,"3,56"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (2 kg),VAREJO,TO,01/2016,"3,63"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,12/2015,"79,82"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,01/2016,"80,62"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,02/2016,"83,75"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,03/2016,"78,66"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,04/2016,"77,27"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,05/2016,"76,92"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,06/2016,"82,25"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,07/2016,"86,35"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,08/2016,"88,34"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,09/2016,"93,58"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,10/2016,"91,20"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,11/2016,"87,45"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,12/2016,"90,26"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,01/2017,"91,88"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,02/2017,"94,02"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,03/2017,"86,82"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,04/2017,"85,38"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,05/2017,"79,76"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,06/2017,"81,41"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,07/2017,"85,97"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,08/2017,"85,50"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,09/2017,"83,04"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,10/2017,"78,40"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,11/2017,"79,75"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AL,12/2017,"81,81"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,01/2014,"63,20"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,02/2014,"66,50"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,03/2014,"67,00"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,04/2014,"66,25"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,05/2014,"66,34"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,06/2014,"64,00"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,07/2014,"63,25"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,08/2014,"64,00"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,09/2014,"63,05"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,10/2014,"63,45"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,11/2014,"64,88"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,12/2014,"66,06"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,01/2015,"68,60"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,02/2015,"65,72"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,03/2015,"70,00"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,04/2015,"69,08"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,05/2015,"65,86"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,06/2015,"65,00"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,07/2015,"66,37"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,08/2015,"66,58"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,09/2015,"65,00"
ARROZ LONGO FINO BENEFICIADO TIPO 1 (30 kg),ATACADO,AM,10/2015,"65,00"
